"","Nombre","Altitud(msnm)","Superficie(km2)","Poblacion(hab)","Densidad_pob(hab/km2)","Latitud","Longitud","Pais"
"49","Chaves",929,591.2,41243,0.07,41.739869,-7.470681,"Portugal"
"50","Cobreros",1010,77.7,579,7.45,42.075555555556,-6.7013888888889,"España"
"51","Guimarães",190,241.3,158124,651.12,41.445,-8.2908333333333,"Portugal"
"52","Vila Nova de Famalicão",112,201.6,133832,632,41.416667,-8.516667,"Portugal"
"53","Xinzo de Limia",621,132.67,9715,73.23,42.063611111111,-7.7238888888889,"España"
"54","Zamora",649,149.28,61406,411.35,41.503333333333,-5.7555555555556,"España"
"55","El Casar",833,51.84,12062,232.68,40.703333333333,-3.4263888888889,"España"
"56","Boiro",32,86.58,18838,217.58,42.65,-8.8833333333333,"España"
"57","Laredo",5,15.71,11025,701.78,43.414444444444,-3.41,"España"
"58","Navia",842,63.12,8509,132.76,43.53923,-6.7236021,"España"
"59","Ribadeo",571,106.2,9854,92.79,43.537222222222,-7.0430555555556,"España"
"60","Torrelavega",25,35.54,51494,1448.9,43.353055555556,-4.0458333333333,"España"
"61","A Coruña",21,37.83,245711,6495.14,43.366666666667,-8.3833333333333,"España"
"62","Ribas de Sil",240,67.78,947,13.97,42.42939165,-7.26457007183,"España"
"63","Almería",16,296.21,198533,670.24,36.833333333333,-2.45,"España"
"64","Donostia/San Sebastián",7,60.89,187415,3077.93,43.32,-1.98,"España"
"65","Irun",20,42.4,62401,1471.72,43.337806,-1.788806,"España"
"66","Ciudad Rodrigo",658,240.11,12344,51.41,40.596944444444,-6.5225,"España"
"67","El Bodón",793,60.74,270,4.45,40.487777777778,-6.5763888888889,"España"
"68","El Payo",934,61.87,338,5.46,40.2875,-6.7266666666667,"España"
"69","Villasrubias",849,39.5,271,6.86,40.338055555556,-6.6402777777778,"España"
"70","El Espinar",1191,205.1,8986,43.81,40.718611111111,-4.2477777777778,"España"
"71","Granadilla de Abona",640,162.45,50146,308.69,28.116667,-16.583333,"España"
"72","San Cristóbal de La Laguna",550,102.06,157503,1543.24,28.48,-16.32,"España"
"73","Santa Cruz de Tenerife",1,150.56,207312,1376.94,28.466666666667,-16.25,"España"
"74","Castielfabib",927,106.3,317,2.98,40.130378,-1.3041215,"España"
"75","Valencia/València",16,134.65,794288,5898.91,39.466666666667,-0.375,"España"
"76","Barcelona",13,101.35,5542680,15992.2,41.3825,2.1769444444444,"España"
"77","Baza",844,545,20412,37.45,37.4888637,-2.7709805,"España"
"78","El Ejido",80,227,83594,368.26,36.783055555556,-2.8166666666667,"España"
"79","Granada",684,88.02,232462,2641.01,37.178055555556,-3.6008333333333,"España"
"80","Guadix",913,317,18422,58.11,37.2995522,-3.1371246,"España"
"81","Motril",45,103.31,58020,561.61,36.745277777778,-3.5205555555556,"España"
"82","Roquetas de Mar",10,60,96800,1613.33,36.781388888889,-2.6147222222222,"España"
"83","Girona",69,39.14,101852,2602.25,41.983333333333,2.8166666666667,"España"
"84","la Jonquera",110,57.31,3290,57.41,42.419722222222,2.8752777777778,"España"
"85","l'Hospitalet de Llobregat",8,12.4,264923,21364.76,41.358888888889,2.0991666666667,"España"
"86","Allariz",571,85.96,6188,71.99,42.190083,-7.801795,"España"
"87","Aranda de Duero",805,127.28,32856,258.14,41.671388888889,-3.6863888888889,"España"
"88","Bembibre",644,63.42,8705,137.26,42.615398,-6.416971,"España"
"89","Cartes",40,19.02,5747,302.16,43.325555555556,-4.0680555555556,"España"
"90","Daimiel",627,438.3,17929,40.91,39.072196,-3.6143611,"España"
"91","Osorno la Mayor",8087,89.16,1205,13.52,42.41,-4.3613888888889,"España"
"92","Reinosa",855,4.12,9003,2185.19,43.001944444444,-4.1377777777778,"España"
"93","Sahagún",813,123.64,2493,20.16,42.371111111111,-5.0330555555556,"España"
"94","Fernán-Núñez",314,29.8,9663,324.26,37.669931,-4.7253088,"España"
"95","Jerez de la Frontera",56,1,212749,212749,36.7,-6.1166666666667,"España"
"96","Montemayor",413,57.98,3855,66.49,37.6486266,-4.6988689,"España"
"97","Montilla",371,169.29,22859,135.03,37.5865914,-4.6386198,"España"
"98","Utrera",49,651.24,50728,77.89,37.1824646,-5.7817506,"España"
"99","Écija",106,978.73,39873,40.74,37.541111111111,-5.0791666666667,"España"
"100","Carcassonne",111,65.08,47365,707.3,43.215833333333,2.3513888888889,"Francia"
"101","Lleida",162,211.7,429212,648.69,41.606831,0.633938,"España"
"102","Lloret de Mar",5,48.7,38373,787.95,41.7,2.833333,"España"
"103","Móstoles",660,45.28,209184,4619.79,40.333333333333,-3.8666666666667,"España"
"104","Ramonville-Saint-Agne",198,6.46,14725,2279.4,43.546111111111,1.4755555555556,"Francia"
"105","Roses",5,45.9,19550,425.93,42.263333,3.175,"España"
"106","Tarbes",304,15.33,42590,2708.28,43.232777777778,0.074444444444444,"Francia"
"107","Agullana",166,27,831,30.78,42.393783333333,2.8466777777778,"España"
"108","Badalona",12,20.95,220440,10522.2,41.433333333333,2.2333333333333,"España"
"109","Erla",425,18.96,342,18.04,42.1150034,-0.9476339,"España"
"110","Figueres",40,19.31,46654,2416.05,42.266666666667,2.95,"España"
"111","Gavet de la Conca",601,90.83,261,2.87,42.122928,0.921086,"España"
"112","Sant Joan de Mollet",54,3.28,507,154.57,42.046074,2.941929,"España"
"113","Zaragoza",208,973.78,674997,693.17,41.65,-0.88333333333333,"España"
"114","Coria",264,103.46,12478,120.61,39.981944444444,-6.5372222222222,"España"
"115","Guijo de Galisteo",427,62.28,1513,24.29,40.0936559,-6.4117208,"España"
"116","Hoyos",514,15,874,58.27,40.169166666667,-6.7213888888889,"España"
"117","Moraleja",261,124.54,6750,54.2,40.0695021,-6.6571584,"España"
"118","Navalmoral de la Mata",291,155.96,17129,109.83,39.892777777778,-5.5402777777778,"España"
"119","Plasencia",406,217.94,39913,183.14,40.0275,-6.0908333333333,"España"
"120","Constantina",555,481.31,947712,12.55,37.87757,5.62185,"España"
"121","San Nicolás del Puerto",590,44.94,596,13.26,37.993611111111,-5.6530555555556,"España"
"122","Alcaracejos",602,175.62,1486,8.46,38.3893241,-4.9673657,"España"
"123","Córdoba",106,1253,325701,259.94,37.883333333333,-4.7666666666667,"España"
"124","Almansa",7128,531.91,24419,45.91,38.8682065,-1.0978627,"España"
"125","Alcalá de Henares",588,87.99,195649,2223.54,40.481815,-3.364305,"España"
"126","Alcantarilla",62,16.24,42048,2589.16,37.972222222222,-1.2094444444444,"España"
"127","Alcaraz",962,370.53,1351,3.65,38.666025,-2.490463,"España"
"128","Alcobendas",669,45.27,117040,2585.38,40.533333333333,-3.6333333333333,"España"
"129","Alcoi",561,129.86,58994,454.29,38.698333333333,-0.47361111111111,"España"
"130","Alcázar de San Juan",644,666.78,30576,45.86,39.3901005,-3.2102351,"España"
"131","Alhama de Murcia",176,311.55,22077,70.86,37.851388888889,-1.4263888888889,"España"
"132","Alhambra",986,580.25,1022,1.74,38.89832,-3.053551,"España"
"133","Alicante/Alacant",5,201.27,334887,1663.87,38.345277777778,-0.48305555555556,"España"
"134","Aranjuez",495,201.11,59607,296.39,40.033333333333,-3.6027777777778,"España"
"135","Arganda del Rey",613,79.65,55389,695.4,40.299444444444,-3.4408333333333,"España"
"136","Badajoz",182,1440.37,150702,104.63,38.880277777778,-6.9752777777778,"España"
"137","Benidorm",15,38.51,68721,1784.5,38.534166666667,-0.13138888888889,"España"
"138","Calasparra",350,184.9,10178,55.05,38.231111111111,-1.6977777777778,"España"
"139","Caravaca de la Cruz",625,858.76,25760,30,38.1075,-1.86,"España"
"140","Carrizosa",824,26.04,1212,46.54,38.841666666667,-2.9927777777778,"España"
"141","Cartagena",67,558.08,214802,384.89,37.6,-0.98194444444444,"España"
"142","Castalla",675,114.6,10124,88.34,38.596666666667,-0.67083333333333,"España"
"143","Cieza",188,365.1,34988,95.83,38.2391225,-1.4189731,"España"
"144","Ciudad Real",625,284.98,74746,262.29,38.983333333333,-3.9166666666667,"España"
"145","Cuenca",997,911.06,54690,60.03,40.071666666667,-2.135,"España"
"146","Dénia",12,66.18,42166,637.14,38.840277777778,0.10861111111111,"España"
"147","Elche de la Sierra",670,239.49,3585,14.97,38.4483634,-2.0489954,"España"
"148","Elche/Elx",86,326.07,232517,713.09,38.266944444444,-0.69833333333333,"España"
"149","Elda",395,45.79,52618,1149.12,38.473055555556,-0.7975,"España"
"150","Gandia",22,60.8,74562,1226.35,38.966666666667,-0.18222222222222,"España"
"151","Garrucha",13,7.68,9212,1199.48,37.183055555556,-1.8166666666667,"España"
"152","Getafe",622,78.38,183374,2339.55,40.3,-3.7166666666667,"España"
"153","Hellín",552,781.2,30268,0.04,38.50957,-1.698922,"España"
"154","Honrubia",821,110.34,1566,14.19,39.6125,-2.2847222222222,"España"
"155","Huércal-Overa",280,318,19127,60.15,37.3898957,-1.9434961,"España"
"156","La Gineta",688,136.75,2512,18.37,39.1152257,-1.9962065,"España"
"157","La Roda",716,398.79,15476,38.81,39.206959,-2.16038,"España"
"158","Las Pedroñeras",745,224.67,6638,29.55,39.447725,-2.671775,"España"
"159","Lisboa",2,100.05,2203503,5474.59,38.716666666667,-9.1666666666667,"Portugal"
"160","Lorca",353,1675.21,94404,56.35,37.683333333333,-1.7,"España"
"161","Madridejos",697,262.01,10453,39.9,39.465833333333,-3.5297222222222,"España"
"162","Mojácar",152,72,6403,88.93,37.1405966,-1.8506325,"España"
"163","Montiel",900,271.29,1315,4.85,38.696388888889,-2.8622222222222,"España"
"164","Murcia",42,881.86,453258,513.98,37.986111111111,-1.1302777777778,"España"
"165","Orihuela",236,384,77414,201.6,38.085555555556,-0.94694444444444,"España"
"166","Ossa de Montiel",901,243.5,2307,9.47,38.9624133,-2.745302,"España"
"167","Pamplona/Iruña",450,25.14,201653,8021.2,42.816666666667,-1.65,"España"
"168","Pinto",605,62.7,52526,837.74,40.241111111111,-3.6994444444444,"España"
"169","Rojales",8,27.6,16963,614.6,38.088611111111,-0.72361111111111,"España"
"170","Sabiñánigo",780,586.82,9238,15.74,42.5185826,-0.3643361,"España"
"171","San Clemente",722,277.51,6988,25.18,39.403888888889,-2.4294444444444,"España"
"172","San Javier",4,74.2,32489,437.86,37.8036595,-0.8342849,"España"
"173","San Vicente del Raspeig/Sant Vicent del Raspeig",109,40.55,58385,1439.83,38.396388888889,-0.52527777777778,"España"
"174","Santa Pola",6,58.6,32306,551.3,38.189722222222,-0.55555555555556,"España"
"175","Tarancón",818,106,15271,144.07,40.0086075,-3.0102243,"España"
"176","Tarazona de la Mancha",714,212.58,6235,29.33,39.265,-1.9127777777778,"España"
"177","Tobarra",661,324.96,7684,23.65,38.583055555556,-1.6830555555556,"España"
"178","Toledo",516,232.1,84873,365.67,39.866666666667,-4.0333333333333,"España"
"179","Tomelloso",663,241.82,35873,148.35,39.157777777778,-3.0208333333333,"España"
"180","Valdemoro",615,64.2,75983,1183.54,40.190833333333,-3.6741666666667,"España"
"181","Valdepeñas",705,487.65,30077,61.68,38.766389,-3.399722,"España"
"182","Vera",97,58.11,16452,283.12,37.2475,-1.8677777777778,"España"
"183","Villahermosa",956,363.01,1826,5.03,38.7490351,-2.8715682,"España"
"184","Villanueva de los Infantes",880,135.06,4935,36.54,38.734166666667,-3.0166666666667,"España"
"185","Villarrobledo",724,862.41,25184,29.2,39.266666666667,-2.6,"España"
"186","Villena",505,345.6,33964,98.28,38.635,-0.86583333333333,"España"
"187","Vélez-Rubio",847,282.05,6555,23.24,37.6489587,-2.0764057,"España"
